saddr,saddr-raw,daddr,daddr-raw,ipid,ttl,classification,sport,dport,seqnum,acknum,window,success,repeat,cooldown,timestamp-str,timestamp-ts,timestamp-us
185.131.193.79,1338082233,192.168.1.64,1073850560,0,54,synack,443,32774,1313118613,2165255286,14600,1,0,0,2019-01-09T17:25:16.010+0300,1547043916,10390
219.154.19.7,118725339,192.168.1.64,1073850560,0,46,synack,443,41643,967220125,2043571228,29200,1,0,0,2019-01-09T17:25:16.010+0300,1547043916,10440
23.235.201.19,332000023,192.168.1.64,1073850560,0,50,synack,443,48929,514368061,1866037162,14600,1,0,0,2019-01-09T17:25:16.010+0300,1547043916,10489
54.152.153.10,177838134,192.168.1.64,1073850560,0,236,synack,443,42290,2042906014,1505144727,26883,1,0,0,2019-01-09T17:25:17.032+0300,1547043917,32888
23.43.245.184,3103075095,192.168.1.64,1073850560,0,54,synack,443,33313,3509609069,669458149,29200,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33008
185.120.70.90,1514567865,192.168.1.64,1073850560,0,51,synack,443,56847,2111137833,3517012078,28200,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33099
200.147.166.185,3114701768,192.168.1.64,1073850560,1037,111,synack,443,46844,3490568355,2569765538,8192,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33270
104.25.174.236,3970832744,192.168.1.64,1073850560,0,58,synack,443,40608,346398229,4195993396,29200,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33337
62.210.249.88,1492767294,192.168.1.64,1073850560,57844,52,synack,443,58965,522126831,1116212673,65535,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33393
207.65.208.16,282083791,192.168.1.64,1073850560,10628,109,synack,443,50512,1808079503,3618391512,8192,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33436
94.215.159.199,3349141342,192.168.1.64,1073850560,422,112,synack,443,50160,3659906969,1520825097,8192,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33491
68.72.139.169,2844477508,192.168.1.64,1073850560,51206,238,synack,443,34453,1251700915,2245208719,65535,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33531
2.16.145.60,1016139778,192.168.1.64,1073850560,0,52,synack,443,47399,3563781158,3060169344,29200,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33572
118.215.60.231,3879524214,192.168.1.64,1073850560,0,49,synack,443,53256,1086212599,574227860,29200,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33640
95.101.128.52,880829791,192.168.1.64,1073850560,0,51,synack,443,55452,3231892500,2394953902,29200,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33680
35.211.7.224,3758609187,192.168.1.64,1073850560,62763,103,synack,443,42341,2755347921,3303564373,60720,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33741
185.221.133.196,3297107385,192.168.1.64,1073850560,0,47,synack,443,59057,435069363,1139797826,29200,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33801
45.61.241.160,2700164397,192.168.1.64,1073850560,0,51,synack,443,46547,2476809080,728434520,14600,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33845
217.23.102.100,1684412377,192.168.1.64,1073850560,12703,244,synack,443,54028,1031488968,291570217,8190,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33888
54.230.254.132,2231297590,192.168.1.64,1073850560,0,234,synack,443,35909,315999268,3747151778,29200,1,0,0,2019-01-09T17:25:17.033+0300,1547043917,33981
218.39.48.115,1932535770,192.168.1.64,1073850560,0,48,synack,443,35369,2985863829,1014999871,5840,1,0,0,2019-01-09T17:25:18.057+0300,1547043918,57091
197.25.166.60,1017518533,192.168.1.64,1073850560,0,48,synack,443,47882,2032775038,2174575926,5808,1,0,0,2019-01-09T17:25:18.057+0300,1547043918,57314
209.235.71.165,2772954065,192.168.1.64,1073850560,16325,112,synack,443,55484,2718711565,464039333,8192,1,0,0,2019-01-09T17:25:18.057+0300,1547043918,57711
62.91.10.184,3087686462,192.168.1.64,1073850560,14825,49,synack,443,46624,1283574964,1683877812,2920,1,0,0,2019-01-09T17:25:18.057+0300,1547043918,57898
50.87.68.203,3410253618,192.168.1.64,1073850560,0,45,synack,443,42439,4016810097,1320102424,29200,1,0,0,2019-01-09T17:25:18.057+0300,1547043918,57950
84.35.127.90,1518281556,192.168.1.64,1073850560,16706,48,synack,443,59059,179112457,813723523,2920,1,0,0,2019-01-09T17:25:18.058+0300,1547043918,58000
23.36.87.211,3545703447,192.168.1.64,1073850560,0,50,synack,443,45297,2169792450,2878163716,29200,1,0,0,2019-01-09T17:25:18.058+0300,1547043918,58070
54.235.116.232,3899976502,192.168.1.64,1073850560,0,235,synack,443,53294,802907245,2926048887,29200,1,0,0,2019-01-09T17:25:18.058+0300,1547043918,58116
170.228.107.52,879486122,192.168.1.64,1073850560,61975,240,synack,443,44462,623544131,4181738456,4380,1,0,0,2019-01-09T17:25:18.058+0300,1547043918,58158
74.45.244.39,670313802,192.168.1.64,1073850560,0,47,synack,443,42564,1027861728,4262148327,5840,1,0,0,2019-01-09T17:25:18.058+0300,1547043918,58268
73.138.66.19,323127881,192.168.1.64,1073850560,0,49,synack,443,49495,3981385850,2533806428,5840,1,0,0,2019-01-09T17:25:18.058+0300,1547043918,58357
120.78.206.81,1372475000,192.168.1.64,1073850560,0,44,synack,443,50808,606651571,2089364097,29200,1,0,0,2019-01-09T17:25:18.058+0300,1547043918,58411
162.248.56.203,3409508514,192.168.1.64,1073850560,0,49,synack,443,37211,4125807364,291306102,5840,1,0,1,2019-01-09T17:25:19.081+0300,1547043919,81297
95.101.28.211,3541853535,192.168.1.64,1073850560,0,49,synack,443,48483,2970036090,2455809398,29200,1,0,1,2019-01-09T17:25:19.081+0300,1547043919,81543
153.120.112.75,1265662105,192.168.1.64,1073850560,5805,46,synack,443,49868,3194287873,4066700269,65535,1,0,1,2019-01-09T17:25:19.081+0300,1547043919,81621
